subject,number,code,title,source_url
EASC,403,EASC 403,Quaternary Geology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,404,EASC 404,Structural Geology II,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,405,EASC 405,"Water, Environment, and Climate Change",https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,408,EASC 408,Regional Geology of Western Canada,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,410,EASC 410,Groundwater Contamination and Transport,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,411,EASC 411,Terrain Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,413,EASC 413,Engineering Geology and Resource Geotechnics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,415,EASC 415,Groundwater Modelling,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,416,EASC 416,Field and Lab Techniques in Hydrogeology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,420,EASC 420,Energy Geosystems,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,421,EASC 421,Volcanology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,491,EASC 491,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,492,EASC 492,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,493,EASC 493,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,498,EASC 498,Undergraduate Research,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,499,EASC 499,Honours Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,600,EASC 600,Introduction to Graduate Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,601,EASC 601,Advanced Groundwater Geochemistry,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,602,EASC 602,Environmental Isotopes,https://www.sfu.ca/students/calendar/2025/summer/courses/easc.html
EASC,603,EASC 603,Field and Lab Techniques in Hydrogeology,https://www.sfu.ca/students/calendar/2025/summer/courses/easc.html
EASC,604,EASC 604,Deformation Mechanisms and Continental Tectonics,https://www.sfu.ca/students/calendar/2025/summer/courses/easc.html
EASC,605,EASC 605,Advanced Glaciology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,606,EASC 606,Advanced Field Methods in Earth Sciences,https://www.sfu.ca/students/calendar/2025/summer/courses/easc.html
EASC,607,EASC 607,Exploration Seismology,https://www.sfu.ca/students/calendar/2025/summer/courses/easc.html
EASC,608,EASC 608,Advanced Metamorphic Petrology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,609,EASC 609,Interferometric Synthetic Aperture Radar Remote Sensing Applications,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,610,EASC 610,Energy Geosystems,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,611,EASC 611,Sedimentology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,612,EASC 612,Stratigraphy,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,613,EASC 613,Groundwater Modelling,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,617,EASC 617,Quaternary Geology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,619,EASC 619,Environmental Geoscience,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,620,EASC 620,Advanced Volcanology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,621,EASC 621,Tectonics and Magmatism Convergent Plate Margins,https://www.sfu.ca/students/calendar/2025/summer/courses/easc.html
EASC,622,EASC 622,Principles of Ichnology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,623,EASC 623,Groundwater Resource Evaluation,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,624,EASC 624,Geology of the Canadian Cordillera,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,625,EASC 625,Issues in Canadian Cordillera Geology and Tectonics,https://www.sfu.ca/students/calendar/2025/summer/courses/easc.html
EASC,626,EASC 626,Applied Geochronology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,628,EASC 628,Advanced Mineral Deposits,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,629,EASC 629,Advanced Engineering Geology,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,630,EASC 630,Groundwater Contamination and Transport,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,635,EASC 635,"Water, Environment and Climate Change",https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,699,EASC 699,Research in Geoscience,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,703,EASC 703,Special Topics in Earth Sciences III,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,704,EASC 704,Special Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,705,EASC 705,Special Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,706,EASC 706,Special Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,707,EASC 707,Special Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,708,EASC 708,Special Topics,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,709,EASC 709,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,710,EASC 710,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,711,EASC 711,Directed Readings,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,810,EASC 810,MSc Thesis Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,898,EASC 898,MSc Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,901,EASC 901,PhD Research Seminar,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,910,EASC 910,PhD Candidacy Examination,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
EASC,998,EASC 998,PhD Thesis,https://www.sfu.ca/students/calendar/2025/fall/courses/easc.html
ECON,102,ECON 102,The World Economy,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,103,ECON 103,"or ECON 113 , ECON 105 or ECON 115 , MATH 157 , all with a minimum grade of C-; 15 units. Quantitative.",https://www.sfu.ca/students/calendar/2025/fall/courses/bus.html
ECON,104,ECON 104,Economics and Government,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,105,ECON 105,Principles of Macroeconomics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,113,ECON 113,Introduction to Microeconomics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,115,ECON 115,Introduction to Macroeconomics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,182,ECON 182,Selected Topics in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,201,ECON 201,Microeconomic Theory I: Competitive Behavior,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,220W,ECON 220W,Communication in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,222,ECON 222,Introduction to Game Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,233,ECON 233,Introduction to Economic Data and Statistics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,260,ECON 260,Environmental Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,280,ECON 280,Introduction to Labor Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,282,ECON 282,Selected Topics in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,290,ECON 290,Microeconomic Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,291,ECON 291,Macroeconomic Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,302,ECON 302,Microeconomic Theory II: Strategic Behavior,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,305,ECON 305,Intermediate Macroeconomic Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,310,ECON 310,Money and Banking,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,325,ECON 325,Industrial Organization,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,329,ECON 329,Experimental Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,331,ECON 331,Introduction to Mathematical Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,332,ECON 332,Computational Economics,https://www.sfu.ca/students/calendar/2026/spring/courses/econ.html
ECON,333,ECON 333,Statistical Analysis of Economic Data,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,334,ECON 334,Data Visualization and Economic Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,335,ECON 335,Cause and Effect in Economic Data,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,342,ECON 342,International Trade,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,345,ECON 345,International Finance,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,354,ECON 354,Comparative Economic Institutions,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,355W,ECON 355W,Economic Development,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,362,ECON 362,Economics of Natural Resources,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,370,ECON 370,Health Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,372,ECON 372,The Economics of Globalization,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,381,ECON 381,Labor Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,382,ECON 382,Selected Topics in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,383,ECON 383,Selected Topics in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,387,ECON 387,Selected Topics in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,390,ECON 390,Public Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,392,ECON 392,Public Economics: Role of Government,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,393,ECON 393,Public Economics: Taxation,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,398,ECON 398,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,402,ECON 402,Advanced Microeconomic Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,403,ECON 403,Advanced Macroeconomic Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,409W,ECON 409W,Seminar in Economic Thought,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,410,ECON 410,Seminar in Monetary Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,422,ECON 422,Seminar in Game Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,425,ECON 425,Industrial Organization: Imperfect Competition,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,426W,ECON 426W,Industrial Organization: Governance and Institutions,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,427W,ECON 427W,Industrial Organization: Law and Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,428,ECON 428,Seminar in Experimental and Behavioural Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,431,ECON 431,Intermediate Mathematical Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,433,ECON 433,Financial and Time Series Econometrics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,434,ECON 434,Seminar in Applied Market Design,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,435,ECON 435,Econometric Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,436,ECON 436,Seminar in Economics and Social Network Analysis,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,437,ECON 437,Seminar in Urban Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,443,ECON 443,Seminar in International Trade,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,446,ECON 446,Seminar in International Finance,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,448W,ECON 448W,Seminar in the Economics of Crime,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,450W,ECON 450W,Seminar in Quantitative Economic History,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,452W,ECON 452W,Seminar in Economic Prehistory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,453,ECON 453,Seminar in the Economics of Education,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,454W,ECON 454W,Seminar in the Economics of the Family,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,455W,ECON 455W,Topics in Economic Development,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,460,ECON 460,Seminar in Environmental Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,470,ECON 470,Seminar in Health Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,480,ECON 480,Seminar in the Economics of Labor Market Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,482,ECON 482,Selected Topics in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,483,ECON 483,Selected Topics in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,484,ECON 484,Selected Topics in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,490,ECON 490,Seminar in Public Choice,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,492,ECON 492,Seminar in Public Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,494,ECON 494,Honours Research Proposal,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,498,ECON 498,Directed Studies,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,499W,ECON 499W,Honours Research Project,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,750,ECON 750,Co-op I,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,751,ECON 751,Co-op II,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,752,ECON 752,Co-op III,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,798,ECON 798,Introduction to Mathematical Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,802,ECON 802,", 807 (or 808 ), 835 , and 836 with a minimum GPA of 3.0.",https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,803,ECON 803,Microeconomic Theory I,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,804,ECON 804,Microeconomic Theory II,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,807,ECON 807,Macroeconomic Theory and Policy,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,808,ECON 808,Macroeconomic Theory I,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,809,ECON 809,Macroeconomic Theory II,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,810,ECON 810,Monetary Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,811,ECON 811,Advanced Monetary Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,815,ECON 815,Financial Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,818,ECON 818,Applied Economic Analysis Using Time Series Methods,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,826,ECON 826,Applied Contract Theory,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,828,ECON 828,Experimental Methods in Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
ECON,831,ECON 831,Mathematical Economics,https://www.sfu.ca/students/calendar/2025/fall/courses/econ.html
